TCGA-02-0010.0	ASPM;ATR;CDKN2A;EGFR;ITGB3;TP53;	ANXA1_UP;ANXA2_UP;ASPM_UP;BIRC5_UP;CCNB1_UP;CCND1_UP;CDC20_UP;CDK4_UP;CKS2_UP;CLDN7_UP;COL1A2_UP;COL3A1_UP;COL4A1_UP;EZH2_UP;F11R_UP;FOXM1_UP;GINS1_UP;GMNN_UP;IGFBP2_UP;IGFBP3_UP;KRT18_UP;KRT19_UP;KRT8_UP;LITAF_UP;MCM3_UP;MCM7_UP;MDK_UP;MUC1_UP;MYC_UP;NP_UP;NPM1_UP;PCNA_UP;PERP_UP;POLE2_UP;PTTG1_UP;RBBP8_UP;RFC4_UP;RRM2_UP;S100A10_UP;S100A11_UP;S100A4_UP;SFN_UP;SPRY1_UP;TACSTD1_UP;TOP2A_UP;TP53I3_UP;TYMS_UP;VAMP8_UP;VAV3_UP;AMPH_DOWN;APC_DOWN;BDNF_DOWN;CHL1_DOWN;CNTN1_DOWN;DNM1_DOWN;EEF1A2_DOWN;FGF13_DOWN;FGF14_DOWN;FGF9_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GRIA2_DOWN;HLF_DOWN;MAPK10_DOWN;NCAN_DOWN;NDN_DOWN;NFASC_DOWN;NSF_DOWN;NTRK2_DOWN;PEG3_DOWN;PI4KA_DOWN;RAB15_DOWN;RAB3A_DOWN;RAP1GAP_DOWN;RIMS2_DOWN;RPH3A_DOWN;SH3GL2_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;YWHAH_DOWN;	HDAC1_UP;PIK3R1_DOWN;	6_90_2
TCGA-02-0010.4	HLA-DRB1;	MBP_DOWN;MOG_DOWN;PLP1_DOWN;		1_3_0
TCGA-02-0010.6	PCDHA10;	CTNNAL1_UP;CDH10_DOWN;CDH18_DOWN;PCDH8_DOWN;PCDH9_DOWN;		1_5_0
TCGA-02-0011.0	TP53;	BARD1_UP;BIRC5_UP;CASP1_UP;CASP4_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CCNG1_UP;CD44_UP;CDC20_UP;CDK4_UP;CKS2_UP;DBF4_UP;DHFR_UP;ESPL1_UP;EZH2_UP;GINS1_UP;GINS2_UP;HLA-DPB1_UP;HLA-DQB1_UP;HLA-DRA_UP;IFI16_UP;IRF1_UP;LMNB1_UP;MCM2_UP;MCM3_UP;MCM5_UP;MCM7_UP;MDFIC_UP;MELK_UP;MKI67_UP;MNDA_UP;MSN_UP;MVP_UP;MYC_UP;NP_UP;NPM1_UP;NRAS_UP;PBK_UP;PCNA_UP;PMAIP1_UP;POLE2_UP;PSMB9_UP;PTTG1_UP;PYCARD_UP;RBBP4_UP;RBBP8_UP;RFC4_UP;RRM1_UP;RRM2_UP;S100A4_UP;SELL_UP;TDG_UP;TK1_UP;TOP2A_UP;TRIM22_UP;TTK_UP;TYMS_UP;VAMP8_UP;AMPH_DOWN;BDNF_DOWN;CNTN1_DOWN;DNM1_DOWN;EEF1A2_DOWN;ELAVL4_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GNAZ_DOWN;GRIA2_DOWN;MAPK10_DOWN;NCAN_DOWN;NDN_DOWN;NFASC_DOWN;NSF_DOWN;NTRK2_DOWN;PEG3_DOWN;PPP1R1A_DOWN;RAB15_DOWN;RAB3A_DOWN;RELN_DOWN;RIMS2_DOWN;RPH3A_DOWN;S100A1_DOWN;SH3GL2_DOWN;SHC3_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SMARCD3_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;YWHAH_DOWN;	TP53_UP;	1_99_1
TCGA-02-0014.0	CDKN2A;PTEN;	BARD1_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CCND1_UP;CDC20_UP;CDC7_UP;CDK4_UP;CDKN2C_UP;CKS2_UP;DBF4_UP;DHFR_UP;EZH2_UP;FOXM1_UP;GINS1_UP;GINS2_UP;GMNN_UP;GTSE1_UP;LMNB1_UP;MCM2_UP;MCM3_UP;MCM5_UP;MCM7_UP;MELK_UP;MYC_UP;PBK_UP;PCNA_UP;POLE2_UP;RBBP4_UP;RBBP8_UP;RFC4_UP;RRM1_UP;RRM2_UP;TOP2A_UP;TTK_UP;TYMS_UP;FHL2_DOWN;PI4KA_DOWN;YWHAH_DOWN;	AURKA_UP;CDC6_UP;SMAD4_UP;	2_39_3
TCGA-02-0014.1	CEP135;	TUBA4A_DOWN;	CEP135_UP;	1_1_1
TCGA-02-0014.2	FGFR2;KIT;	PDGFRA_UP;FGF13_DOWN;FGF9_DOWN;		2_3_0
TCGA-02-0014.3	FZD4;	CNKSR2_DOWN;DLG2_DOWN;		1_2_0
TCGA-02-0014.4	ITGB2;	COL11A1_UP;COL4A1_UP;MMP2_UP;		1_3_0
TCGA-02-0014.6	KLHL9;	BIRC5_UP;	AURKB_UP;CDCA8_UP;KLHL9_DOWN;	1_1_3
TCGA-02-0014.7	NTRK1;ROCK2;	AMPH_DOWN;ANK3_DOWN;BDNF_DOWN;CHL1_DOWN;DNM1_DOWN;EPB41L1_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;SH3GL2_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;		2_21_0
TCGA-02-0014.8	PCDH11Y;	CDH10_DOWN;CDH18_DOWN;PCDH9_DOWN;		1_3_0
TCGA-02-0015.0	CDH23;CDKN2A;COL1A1;CTNNB1;FGFR1;ITGB3;PTEN;CDKN2B;VLDLR;MLLT4;	ANXA1_UP;ANXA2_UP;ANXA5_UP;CAV1_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CD44_UP;CDC20_UP;CDK4_UP;CDKN2C_UP;CKS2_UP;COL1A2_UP;COL3A1_UP;COL4A1_UP;COL4A2_UP;COL5A2_UP;COL6A3_UP;DBF4_UP;DKK1_UP;DYNLT1_UP;GINS1_UP;GINS2_UP;GMNN_UP;IGFBP2_UP;IGFBP3_UP;LMNB1_UP;LPL_UP;MCM2_UP;MCM7_UP;MELK_UP;MGP_UP;MMP2_UP;MSN_UP;NID2_UP;NRAS_UP;PBK_UP;PCNA_UP;PLAT_UP;POLE2_UP;RFC4_UP;S100A10_UP;S100A11_UP;SERPINE1_UP;SMAD1_UP;SPP1_UP;SPRY1_UP;SPRY4_UP;TGFBI_UP;TNC_UP;TNFAIP6_UP;TOP2A_UP;TTK_UP;VCAN_UP;VEGFA_UP;ZYX_UP;AMPH_DOWN;BDNF_DOWN;CDH10_DOWN;CDH18_DOWN;CNKSR2_DOWN;DLG2_DOWN;DNM1_DOWN;FGF13_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;HLF_DOWN;MAPK10_DOWN;NSF_DOWN;PI4KA_DOWN;PPP1R1A_DOWN;RAB3A_DOWN;RAP1GAP_DOWN;RELN_DOWN;RIMS2_DOWN;RPH3A_DOWN;RYR2_DOWN;SH3GL2_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;STXBP6_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;	ACTA2_UP;HDAC1_UP;ITGB2_UP;PLAU_UP;SERPINB6_UP;SMAD4_UP;CTNNA2_DOWN;	10_91_7
TCGA-02-0015.7	KLHL9;	BIRC5_UP;		1_1_0
TCGA-02-0016.0	CDKN2A;	GMNN_UP;		1_1_0
TCGA-02-0016.1	EGFR;	ANXA1_UP;ANXA5_UP;EGFR_UP;SPRY1_UP;SPRY4_UP;TNC_UP;VAV3_UP;YES1_UP;ZYX_UP;AMPH_DOWN;DNM1_DOWN;FGF13_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;RAP1GAP_DOWN;SH3GL2_DOWN;SLC17A7_DOWN;SNAP25_DOWN;STAT4_DOWN;STX1A_DOWN;STXBP1_DOWN;STXBP6_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;YWHAH_DOWN;		1_28_0
TCGA-02-0016.2	FLNC;	COL4A1_UP;COL4A2_UP;COL5A2_UP;		1_3_0
TCGA-02-0016.3	SFI1;	TUBA4A_DOWN;		1_1_0
TCGA-02-0021.0	EGFR;PIK3R1;PTEN;	ANXA1_UP;ANXA2_UP;AREG_UP;BARD1_UP;CAV1_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CD44_UP;CDC20_UP;CDC7_UP;CDK4_UP;CDKN2A_UP;CKS2_UP;DBF4_UP;EPHA2_UP;EREG_UP;F11R_UP;FOXM1_UP;GINS1_UP;GINS2_UP;GMNN_UP;HOXB7_UP;KIF15_UP;KRT18_UP;KRT19_UP;KRT8_UP;LMNB1_UP;MCM2_UP;MCM3_UP;MCM5_UP;MCM7_UP;MELK_UP;MSN_UP;MUC1_UP;MVP_UP;MYC_UP;PBK_UP;PCNA_UP;PDGFC_UP;PLAT_UP;PLEC1_UP;POLE2_UP;RBBP8_UP;RFC4_UP;RRM1_UP;RRM2_UP;S100A10_UP;S100A11_UP;S100A4_UP;S100A6_UP;SERPINE1_UP;SFN_UP;TNC_UP;TPX2_UP;TTK_UP;TYMS_UP;VAMP8_UP;YES1_UP;AMPH_DOWN;CCNA1_DOWN;CHL1_DOWN;DNM1_DOWN;ELAVL4_DOWN;EPB41L1_DOWN;FGF13_DOWN;FGF14_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GNAZ_DOWN;GRIA2_DOWN;HLF_DOWN;LRIG1_DOWN;MAGI2_DOWN;MAPK10_DOWN;NCAN_DOWN;NSF_DOWN;NTRK2_DOWN;RAB15_DOWN;RAB3A_DOWN;RAP1GAP_DOWN;RELN_DOWN;RPH3A_DOWN;S100A1_DOWN;SCG2_DOWN;SH3GL2_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SMARCD3_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;STXBP6_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;	PIK3R1_DOWN;	3_100_1
TCGA-02-0023.0	CDKN2A;	CDKN2C_UP;		1_1_0
TCGA-02-0023.1	EGFR;	ANXA1_UP;ANXA5_UP;CASP1_UP;CAV1_UP;CD44_UP;COL1A2_UP;COL4A1_UP;COL4A2_UP;EGFR_UP;IGFBP2_UP;IGFBP3_UP;MMP2_UP;MSN_UP;PDGFA_UP;PDGFC_UP;PDGFD_UP;S100A10_UP;S100A11_UP;SPRY4_UP;TNC_UP;VCAM1_UP;VEGFA_UP;FGF13_DOWN;SH3GL2_DOWN;	FOS_UP;	1_24_1
TCGA-02-0023.2	ELAVL2;	ELAVL4_DOWN;		1_1_0
TCGA-02-0024.0	CDKN2A;KDR;TP53;ING3;KIT;	ANXA1_UP;ANXA2_UP;BIRC5_UP;CAV1_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CCND1_UP;CCNG1_UP;CD44_UP;CDC20_UP;CDK4_UP;CKS2_UP;COL4A1_UP;COL4A2_UP;CREB3L2_UP;DBF4_UP;DKK1_UP;EPHA2_UP;ESPL1_UP;EZH2_UP;F11R_UP;GINS1_UP;GINS2_UP;GMNN_UP;GTSE1_UP;IGFBP3_UP;KIF15_UP;KLF6_UP;LITAF_UP;LMNB1_UP;MCM2_UP;MCM3_UP;MCM5_UP;MCM7_UP;MELK_UP;MKI67_UP;MYC_UP;NID2_UP;NP_UP;NRAS_UP;PBK_UP;PCNA_UP;PDGFC_UP;PERP_UP;PLAGL1_UP;PMAIP1_UP;POLE2_UP;PTTG1_UP;RBBP8_UP;RFC4_UP;RRM1_UP;RRM2_UP;S100A10_UP;S100A11_UP;S100A4_UP;S100A6_UP;SFN_UP;SPRY1_UP;TK1_UP;TNC_UP;TOP2A_UP;TP53I3_UP;TPX2_UP;TTK_UP;TYMS_UP;VAMP8_UP;VAV3_UP;VCAN_UP;YES1_UP;AMPH_DOWN;ANK3_DOWN;CCNA1_DOWN;CHL1_DOWN;CNTN1_DOWN;DNM1_DOWN;EEF1A2_DOWN;ELAVL4_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GRIA2_DOWN;HLF_DOWN;KIT_DOWN;MAPK10_DOWN;NCAN_DOWN;NDN_DOWN;NFASC_DOWN;NSF_DOWN;PEG3_DOWN;PI4KA_DOWN;PPP1R1A_DOWN;RAB3A_DOWN;RIMS2_DOWN;RPH3A_DOWN;RYR2_DOWN;SH3GL2_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SMARCD3_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;STXBP6_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;	ACTL6A_UP;AURKA_UP;HDAC1_UP;LYN_UP;SHC1_UP;ACTL6B_DOWN;FYN_DOWN;PDGFRA_DOWN;PIK3R1_DOWN;PTPRO_DOWN;	5_110_10
TCGA-02-0025.0	PCDH11Y;	CDH11_UP;CDH10_DOWN;CDH18_DOWN;PCDH8_DOWN;PCDH9_DOWN;		1_5_0
TCGA-02-0025.1	PRKY;TP53;PSMD13;TBL1Y;	ANXA1_UP;ANXA2_UP;AQP1_UP;ATF3_UP;CAV1_UP;CD44_UP;CDC20_UP;CDKN2C_UP;COL1A2_UP;COL3A1_UP;COL4A1_UP;COL4A2_UP;COL5A2_UP;COL6A3_UP;CREB3L2_UP;DKK1_UP;EZH2_UP;HLA-DPB1_UP;HLA-DQA1_UP;HLA-DQB1_UP;HLA-DRA_UP;IFI16_UP;MGP_UP;MMP2_UP;MSN_UP;NID2_UP;PCNA_UP;PSMB9_UP;RRM2_UP;S100A10_UP;S100A11_UP;S100A4_UP;SERPINE1_UP;STEAP3_UP;TNC_UP;TOP2A_UP;TRIM22_UP;TWIST1_UP;TYMS_UP;VAMP8_UP;VCAM1_UP;VCAN_UP;AMPH_DOWN;ANK3_DOWN;APC_DOWN;AQP4_DOWN;BDNF_DOWN;CHL1_DOWN;CNTN1_DOWN;DNM1_DOWN;EEF1A2_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GRIA2_DOWN;HLF_DOWN;KCNB1_DOWN;KCNV1_DOWN;MAPK10_DOWN;NCAN_DOWN;NDN_DOWN;NFASC_DOWN;NSF_DOWN;PEG3_DOWN;PPP1R1A_DOWN;RAB3A_DOWN;RIMS2_DOWN;RPH3A_DOWN;SH3GL2_DOWN;SHC3_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;STXBP6_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;TUBA4A_DOWN;YWHAH_DOWN;		4_84_0
TCGA-02-0026.0	TP53;	AQP1_UP;BARD1_UP;BIRC5_UP;CAV1_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CD44_UP;CDC20_UP;CDC7_UP;CDK4_UP;CDKN2A_UP;CDKN2C_UP;CKS2_UP;CLK1_UP;COL3A1_UP;COL4A1_UP;COL4A2_UP;COL5A2_UP;DBF4_UP;DHFR_UP;ESPL1_UP;EZH2_UP;GINS1_UP;GINS2_UP;GMNN_UP;IFI16_UP;LMNB1_UP;MCM2_UP;MCM3_UP;MCM5_UP;MCM7_UP;MELK_UP;MKI67_UP;NID1_UP;PBK_UP;PCNA_UP;PPM1D_UP;PTTG1_UP;RBBP4_UP;RBBP8_UP;RFC4_UP;RRM1_UP;RRM2_UP;TNC_UP;TOP2A_UP;TP53I3_UP;TTK_UP;TYMS_UP;VCAN_UP;VEGFA_UP;BDNF_DOWN;DHCR24_DOWN;MAPK10_DOWN;TUBA4A_DOWN;		1_55_0
